PID,RESPONSE,RT,STIM,GROUP,PICNOS1,PICNOS2,MATCH,ORTN1,ORTN2,PICID1,PICID2,DAY,SESSION
2,1,955,57,1,3,1,1,3,1,2,2,5,2
2,2,1215,58,1,8,30,2,2,3,12,40,5,2
2,2,1715,59,1,25,18,2,1,3,38,29,5,2
2,2,1666,60,1,17,19,2,2,1,29,32,5,2
2,2,1782,61,3,84,70,2,3,1,22,16,5,2
2,1,1019,62,3,76,77,1,1,2,19,19,5,2
2,1,1206,63,3,63,62,1,3,2,3,3,5,2
2,2,1186,64,3,74,73,1,2,1,18,18,5,2
2,1,871,65,3,80,81,1,2,3,21,21,5,2
2,2,1231,66,3,67,84,2,1,3,10,22,5,2
2,2,1295,67,3,87,64,2,3,1,23,9,5,2
2,1,1426,68,3,89,88,1,2,1,36,36,5,2
2,2,1571,69,3,70,68,2,1,2,16,10,5,2
2,2,1351,70,3,64,86,2,1,2,9,23,5,2
2,1,1277,71,1,28,29,1,1,2,40,40,5,2
2,2,2417,72,1,23,25,2,2,1,34,38,5,2
2,1,1038,73,1,13,15,1,1,3,24,24,5,2
2,2,1438,74,1,17,1,2,2,1,29,2,5,2
2,1,1228,75,1,7,8,1,1,2,12,12,5,2
2,1,1113,76,1,21,19,1,3,1,32,32,5,2
2,2,1546,77,1,1,12,2,1,3,2,13,5,2
2,1,1031,78,1,5,4,1,2,1,4,4,5,2
2,2,1430,79,1,27,16,2,3,1,38,29,5,2
2,2,1153,80,1,12,23,2,3,2,13,34,5,2
4,2,1376,1,2,38,40,2,2,1,11,17,5,2
4,2,768,2,2,57,43,2,3,1,37,20,5,2
4,2,814,3,2,40,39,2,1,3,17,11,5,2
4,1,946,4,2,36,34,1,3,1,8,8,5,2
4,1,960,5,2,46,48,1,1,3,26,26,5,2
4,1,1250,6,2,54,53,1,3,2,33,33,5,2
4,1,740,7,2,59,58,1,2,1,39,39,5,2
4,2,1182,8,2,44,33,2,2,3,20,5,5,2
4,2,691,9,2,31,57,2,1,3,5,37,5,2
4,1,1165,10,2,49,51,1,1,3,27,27,5,2
4,2,984,11,3,77,79,2,2,1,19,21,5,2
4,2,1097,12,3,82,71,2,1,2,22,16,5,2
4,1,743,13,3,62,61,1,2,1,3,3,5,2
4,1,724,14,3,88,90,1,1,3,36,36,5,2
4,1,1194,15,3,69,68,1,3,2,10,10,5,2
4,2,1085,16,3,86,78,2,2,3,23,19,5,2
4,1,818,17,3,75,73,1,3,1,18,18,5,2
4,2,1344,18,3,72,82,2,3,1,16,22,5,2
4,2,1226,19,3,79,86,2,1,2,21,23,5,2
4,1,903,20,3,64,66,1,1,3,9,9,5,2
4,1,1522,21,4,109,110,1,1,2,28,28,5,2
4,2,1175,22,4,117,97,2,3,1,31,7,5,2
4,1,724,23,4,91,92,1,1,2,1,1,5,2
4,1,786,24,4,100,101,1,1,2,14,14,5,2
4,2,1154,25,4,108,113,2,3,2,25,30,5,2
4,1,1117,26,4,95,96,1,2,3,6,6,5,2
4,1,868,27,4,104,106,2,2,1,15,25,5,2
4,2,1364,28,4,112,117,2,1,3,30,31,5,2
4,2,1264,29,4,99,104,2,3,2,7,15,5,2
4,1,1118,30,4,119,120,1,2,3,35,35,5,2
4,1,821,31,1,4,5,1,1,2,4,4,5,2
4,2,900,32,1,24,16,2,3,1,34,29,5,2
4,2,837,33,1,17,3,2,2,3,29,2,5,2
4,1,780,34,1,10,12,1,1,3,13,13,5,2
4,1,690,35,1,9,7,1,3,1,12,12,5,2
4,1,738,36,1,19,21,1,1,3,32,32,5,2
4,2,801,37,1,1,27,2,1,3,2,38,5,2
4,1,685,38,1,14,13,1,2,1,24,24,5,2
4,1,705,39,1,29,24,2,2,3,40,34,5,2
4,2,798,40,1,27,28,2,3,1,38,40,5,2
4,1,938,41,3,86,85,1,2,1,23,23,5,2
4,1,733,42,3,75,80,2,3,2,18,21,5,2
4,1,884,43,3,72,70,1,3,1,16,16,5,2
4,2,911,44,3,88,78,2,1,3,36,19,5,2
4,1,1525,46,3,67,69,1,1,3,10,10,5,2
4,1,1126,47,3,61,62,1,1,2,3,3,5,2
4,2,1428,48,3,77,64,2,2,1,19,9,5,2
4,1,1083,49,3,83,82,1,2,1,22,22,5,2
4,2,883,50,3,66,89,2,3,2,9,36,5,2
4,1,1066,51,2,44,52,2,2,1,20,33,5,2
4,1,1115,53,2,51,50,1,3,2,27,27,5,2
4,2,750,54,2,34,39,2,1,3,8,11,5,2
4,1,950,55,2,33,32,1,3,2,5,5,5,2
4,1,1027,56,2,59,60,1,2,3,39,39,5,2
4,1,626,57,2,55,56,1,1,2,37,37,5,2
4,2,1104,58,2,37,41,2,1,2,11,17,5,2
4,2,1319,59,2,54,43,2,3,1,33,20,5,2
4,1,1025,60,2,46,47,1,1,2,26,26,5,2
4,2,1609,61,1,25,27,1,1,3,38,38,5,2
4,2,903,62,1,4,30,2,1,3,4,40,5,2
4,2,1041,63,1,24,16,2,3,1,34,29,5,2
4,1,1008,64,1,11,12,1,2,3,13,13,5,2
4,2,977,65,1,30,14,2,3,2,40,24,5,2
4,1,998,66,1,7,8,1,1,2,12,12,5,2
4,1,1347,67,1,17,24,2,2,3,29,34,5,2
4,1,710,68,1,19,21,1,1,3,32,32,5,2
4,2,835,69,1,14,6,2,2,3,24,4,5,2
4,1,765,70,1,3,2,1,3,2,2,2,5,2
4,1,658,71,4,108,106,1,3,1,25,25,5,2
4,2,878,72,4,103,102,2,1,3,15,14,5,2
4,1,797,73,4,109,98,2,1,2,28,7,5,2
4,1,856,74,4,120,118,1,3,1,35,35,5,2
4,1,968,75,4,97,110,2,1,2,7,28,5,2
4,2,940,76,4,101,96,2,2,3,14,6,5,2
4,1,932,77,4,93,91,1,3,1,1,1,5,2
4,2,830,78,4,95,103,2,2,1,6,15,5,2
4,1,957,79,4,113,112,1,2,1,30,30,5,2
4,1,959,80,4,115,117,1,1,3,31,31,5,2
5,2,1401,1,4,91,119,2,1,2,1,35,5,2
5,2,797,2,4,96,95,1,3,2,6,6,5,2
5,2,1079,3,4,109,111,1,1,3,28,28,5,2
5,1,826,4,4,98,99,1,2,3,7,7,5,2
5,2,887,5,4,105,116,2,3,2,15,31,5,2
5,2,948,6,4,119,105,2,2,3,35,15,5,2
5,2,1192,7,4,114,113,1,3,2,30,30,5,2
5,2,929,8,4,106,92,2,1,2,25,1,5,2
5,2,825,9,4,115,107,2,1,2,31,25,5,2
5,1,982,10,4,101,100,1,2,1,14,14,5,2
5,2,804,11,1,3,17,2,3,2,2,29,5,2
5,2,736,12,1,22,26,2,1,2,34,38,5,2
5,2,763,13,1,13,3,2,1,3,24,2,5,2
5,1,1150,14,1,8,7,1,2,1,12,12,5,2
5,1,1395,15,1,11,10,1,2,1,13,13,5,2
5,1,750,16,1,21,19,1,3,1,32,32,5,2
5,1,1040,17,1,29,30,1,2,3,40,40,5,2
5,2,724,18,1,16,24,2,1,3,29,34,5,2
5,1,1290,19,1,4,5,1,1,2,4,4,5,2
5,2,1052,20,1,27,14,2,3,2,38,24,5,2
5,2,951,21,3,89,70,2,2,1,36,16,5,2
5,2,769,22,3,81,88,2,3,1,21,36,5,2
5,2,618,23,3,64,87,2,1,3,9,23,5,2
5,2,986,24,3,71,66,2,2,3,16,9,5,2
5,1,1351,25,3,68,69,1,2,3,10,10,5,2
5,1,1233,26,3,61,62,1,1,2,3,3,5,2
5,2,926,27,3,78,76,1,3,1,19,19,5,2
5,1,1204,28,3,84,82,1,3,1,22,22,5,2
5,2,994,29,3,85,81,2,1,3,23,21,5,2
5,1,892,30,3,73,75,1,1,3,18,18,5,2
5,2,722,31,2,47,39,2,2,3,26,11,5,2
5,1,1845,32,2,40,35,2,1,2,17,8,5,2
5,2,835,33,2,39,32,2,3,2,11,5,5,2
5,1,895,34,2,58,59,1,1,2,39,39,5,2
5,1,1802,35,2,56,57,1,2,3,37,37,5,2
5,2,1391,36,2,36,46,2,3,1,8,26,5,2
5,2,1561,37,2,52,54,1,1,3,33,33,5,2
5,1,1635,38,2,43,44,1,1,2,20,20,5,2
5,2,1018,39,2,33,40,2,3,1,5,17,5,2
5,1,1345,40,2,50,49,1,2,1,27,27,5,2
5,1,1351,41,4,110,115,2,2,1,28,31,5,2
5,1,998,42,4,101,102,1,2,3,14,14,5,2
5,2,920,43,4,94,108,2,1,3,6,25,5,2
5,1,1027,44,4,112,114,1,1,3,30,30,5,2
5,2,1127,45,4,108,110,2,3,2,25,28,5,2
5,1,747,46,4,92,91,1,2,1,1,1,5,2
5,1,823,47,4,105,104,1,3,2,15,15,5,2
5,2,639,48,4,120,94,2,3,1,35,6,5,2
5,2,1188,49,4,115,120,2,1,3,31,35,5,2
5,1,1003,50,4,97,98,1,1,2,7,7,5,2
5,2,1037,51,2,42,43,2,3,1,17,20,5,2
5,2,1098,52,2,46,47,1,1,2,26,26,5,2
5,2,994,53,2,52,39,2,1,3,33,11,5,2
5,2,798,54,2,38,49,2,2,1,11,27,5,2
5,2,889,55,2,45,53,2,3,2,20,33,5,2
5,1,888,56,2,55,56,1,1,2,37,37,5,2
5,1,732,57,2,59,58,1,2,1,39,39,5,2
5,1,1297,58,2,31,32,1,1,2,5,5,5,2
5,1,1727,59,2,50,40,2,2,1,27,17,5,2
5,1,1446,60,2,36,34,1,3,1,8,8,5,2
5,2,1321,61,1,11,12,1,2,3,13,13,5,2
5,1,774,62,1,13,15,1,1,3,24,24,5,2
5,2,806,63,1,18,2,2,3,2,29,2,5,2
5,2,987,64,1,29,6,2,2,3,40,4,5,2
5,1,1555,65,1,5,16,2,2,1,4,29,5,2
5,1,844,66,1,19,20,1,1,2,32,32,5,2
5,1,941,67,1,24,28,2,3,1,34,40,5,2
5,1,1013,68,1,27,26,1,3,2,38,38,5,2
5,2,806,69,1,1,23,2,1,2,2,34,5,2
5,1,786,70,1,7,8,1,1,2,12,12,5,2
5,1,1044,71,3,65,66,1,2,3,9,9,5,2
5,2,799,72,3,90,70,2,3,1,36,16,5,2
5,1,755,73,3,86,87,1,2,3,23,23,5,2
5,2,868,74,3,81,62,2,3,2,21,3,5,2
5,2,805,75,3,71,81,2,2,3,16,21,5,2
5,2,1011,76,3,63,77,2,3,2,3,19,5,2
5,2,965,77,3,76,89,2,1,2,19,36,5,2
5,2,1196,78,3,82,84,1,1,3,22,22,5,2
5,1,993,79,3,67,68,1,1,2,10,10,5,2
5,1,871,80,3,73,74,1,1,2,18,18,5,2
6,1,1039,1,2,38,37,1,2,1,11,11,5,2
6,2,1047,2,2,34,32,2,1,2,8,5,5,2
6,2,729,3,2,52,35,2,1,2,33,8,5,2
6,1,780,4,2,59,60,1,2,3,39,39,5,2
6,1,604,5,2,55,57,1,1,3,37,37,5,2
6,2,855,6,2,45,47,2,3,2,20,26,5,2
6,2,669,7,2,46,45,2,1,3,26,20,5,2
6,1,874,8,2,42,40,1,3,1,17,17,5,2
6,2,744,9,2,51,49,1,3,1,27,27,5,2
6,2,1621,10,2,32,54,2,2,3,5,33,5,2
6,1,855,11,4,106,108,1,1,3,25,25,5,2
6,1,900,13,4,100,101,1,1,2,14,14,5,2
6,2,1104,14,4,96,97,2,3,1,6,7,5,2
6,2,1184,16,4,116,120,2,2,3,31,35,5,2
6,2,1181,17,4,111,110,1,3,2,28,28,5,2
6,1,917,18,4,113,112,1,2,1,30,30,5,2
6,1,757,20,4,91,92,1,1,2,1,1,5,2
6,2,876,21,1,7,12,2,1,3,12,13,5,2
6,1,805,22,1,15,13,1,3,1,24,24,5,2
6,2,893,23,1,16,17,1,1,2,29,29,5,2
6,2,879,24,1,27,1,2,3,1,38,2,5,2
6,2,639,25,1,22,8,2,1,2,34,12,5,2
6,1,783,26,1,11,27,2,2,3,13,38,5,2
6,1,691,27,1,29,28,1,2,1,40,40,5,2
6,2,834,28,1,3,22,2,3,1,2,34,5,2
6,1,674,29,1,19,21,1,1,3,32,32,5,2
6,1,582,30,1,5,6,1,2,3,4,4,5,2
6,1,784,31,3,72,71,1,3,2,16,16,5,2
6,2,727,32,3,79,87,2,1,3,21,23,5,2
6,2,776,33,3,74,63,2,2,3,18,3,5,2
6,2,623,34,3,83,81,2,2,3,22,21,5,2
6,1,1122,35,3,64,66,1,1,3,9,9,5,2
6,1,1361,36,3,67,69,1,1,3,10,10,5,2
6,1,788,37,3,88,89,1,1,2,36,36,5,2
6,1,818,38,3,78,76,1,3,1,19,19,5,2
6,2,772,39,3,62,75,2,2,3,3,18,5,2
6,2,904,40,3,87,83,2,3,2,23,22,5,2
6,1,1333,41,1,17,18,1,2,3,29,29,5,2
6,2,831,42,1,1,29,2,1,2,2,40,5,2
6,1,1305,43,1,6,5,1,3,2,4,4,5,2
6,1,680,44,1,14,13,1,2,1,24,24,5,2
6,2,743,45,1,27,2,2,3,2,38,2,5,2
6,2,686,46,1,9,25,2,3,1,12,38,5,2
6,1,744,47,1,10,11,1,1,2,13,13,5,2
6,2,840,48,1,28,21,2,1,3,40,32,5,2
6,2,898,49,1,19,8,2,1,2,32,12,5,2
6,1,980,50,1,23,24,1,2,3,34,34,5,2
6,2,876,51,4,118,98,2,1,2,35,7,5,2
6,1,1575,52,4,109,111,1,1,3,28,28,5,2
6,2,891,53,4,107,118,2,2,1,25,35,5,2
6,1,708,54,4,104,105,1,2,3,15,15,5,2
6,2,783,55,4,93,106,2,3,1,1,25,5,2
6,2,1541,56,4,98,114,2,2,3,7,30,5,2
6,2,1715,57,4,114,91,2,3,1,30,1,5,2
6,1,990,58,4,102,100,1,3,1,14,14,5,2
6,1,1103,59,4,115,116,1,1,2,31,31,5,2
6,1,685,60,4,94,95,1,1,2,6,6,5,2
6,1,725,61,2,38,39,1,2,3,11,11,5,2
6,2,1334,62,2,48,32,2,3,2,26,5,5,2
6,1,918,63,2,34,35,1,1,2,8,8,5,2
6,2,661,64,2,60,49,2,3,1,39,27,5,2
6,1,767,65,2,56,57,1,2,3,37,37,5,2
6,2,794,66,2,45,59,2,3,2,20,39,5,2
6,1,807,67,2,40,42,1,1,3,17,17,5,2
6,1,862,68,2,52,53,1,1,2,33,33,5,2
6,2,743,69,2,49,45,2,1,3,27,20,5,2
6,2,1274,70,2,32,48,2,2,3,5,26,5,2
6,1,1123,71,3,74,75,1,2,3,18,18,5,2
6,2,692,72,3,87,70,2,3,1,23,16,5,2
6,1,778,73,3,62,63,1,2,3,3,3,5,2
6,2,1121,74,3,82,69,2,1,3,22,10,5,2
6,2,884,75,3,67,87,2,1,3,10,23,5,2
6,2,746,76,3,79,84,2,1,3,21,22,5,2
6,2,1084,77,3,72,79,2,3,1,16,21,5,2
6,1,861,78,3,88,89,1,1,2,36,36,5,2
6,1,776,79,3,65,66,1,2,3,9,9,5,2
6,1,978,80,3,78,77,1,3,2,19,19,5,2
7,2,2376,1,4,112,92,2,1,2,30,1,5,2
7,2,1425,2,4,98,102,2,2,3,7,14,5,2
7,1,1407,3,4,108,106,1,3,1,25,25,5,2
7,1,1591,4,4,120,118,1,3,1,35,35,5,2
7,1,1462,5,4,95,96,1,2,3,6,6,5,2
7,1,2028,6,4,115,117,1,1,3,31,31,5,2
7,2,1322,7,4,102,109,2,3,1,14,28,5,2
7,2,1399,8,4,110,114,2,2,3,28,30,5,2
7,1,1692,9,4,103,104,1,1,2,15,15,5,2
7,2,1263,10,4,91,99,2,1,3,1,7,5,2
7,2,1903,11,1,30,2,2,3,2,40,2,5,2
7,2,2240,12,1,10,12,1,1,3,13,13,5,2
7,2,1498,13,1,13,8,2,1,2,24,12,5,2
7,2,878,14,1,23,24,1,2,3,34,34,5,2
7,2,1032,15,1,17,18,1,2,3,29,29,5,2
7,2,1648,16,1,8,4,2,2,1,12,4,5,2
7,2,858,17,1,4,14,2,1,2,4,24,5,2
7,2,822,18,1,3,29,2,3,2,2,40,5,2
7,1,1102,19,1,21,20,1,3,2,32,32,5,2
7,1,1583,20,1,25,26,1,1,2,38,38,5,2
7,1,1848,21,2,31,32,1,1,2,5,5,5,2
7,1,1382,22,2,41,42,1,2,3,17,17,5,2
7,2,1653,23,2,60,52,2,3,1,39,33,5,2
7,1,834,24,2,49,51,1,1,3,27,27,5,2
7,2,1648,25,2,53,57,2,2,3,33,37,5,2
7,2,2332,26,2,57,43,2,3,1,37,20,5,2
7,2,1145,27,2,46,59,2,1,2,26,39,5,2
7,2,1035,28,2,44,48,2,2,3,20,26,5,2
7,2,1877,29,2,34,36,1,1,3,8,8,5,2
7,1,1698,30,2,39,38,1,3,2,11,11,5,2
7,2,1475,31,3,90,68,2,3,2,36,10,5,2
7,1,1520,32,3,73,75,1,1,3,18,18,5,2
7,2,1517,33,3,62,78,2,2,3,3,19,5,2
7,2,1198,34,3,85,86,1,1,2,23,23,5,2
7,2,1929,35,3,69,71,2,3,2,10,16,5,2
7,2,2420,36,3,76,63,2,1,3,19,3,5,2
7,1,878,38,3,80,79,1,2,1,21,21,5,2
7,1,1267,39,3,66,65,1,3,2,9,9,5,2
7,2,953,43,4,112,110,2,1,2,30,28,5,2
7,1,1450,44,4,117,115,1,3,1,31,31,5,2
7,1,1553,45,4,97,98,1,1,2,7,7,5,2
7,2,1057,46,4,106,93,2,1,3,25,1,5,2
7,2,1958,47,4,104,108,2,2,3,15,25,5,2
7,1,1775,48,4,96,95,1,3,2,6,6,5,2
7,1,2092,49,4,120,119,1,3,2,35,35,5,2
7,1,1353,52,2,41,42,1,2,3,17,17,5,2
7,2,1593,53,2,46,47,1,1,2,26,26,5,2
7,1,1116,54,2,32,33,1,2,3,5,5,5,2
7,2,1335,55,2,37,36,2,1,3,11,8,5,2
7,1,1810,56,2,45,43,1,3,1,20,20,5,2
7,2,1056,57,2,52,59,2,1,2,33,39,5,2
7,1,1250,58,2,55,56,1,1,2,37,37,5,2
7,2,1085,59,2,60,53,2,3,2,39,33,5,2
7,2,1397,60,2,35,49,2,2,1,8,27,5,2
7,2,900,61,3,70,80,2,1,2,16,21,5,2
7,1,1492,62,3,86,87,1,2,3,23,23,5,2
7,2,1160,63,3,69,83,2,3,2,10,22,5,2
7,2,1511,64,3,81,70,2,3,1,21,16,5,2
7,1,1368,65,3,66,65,1,3,2,9,9,5,2
7,2,909,66,3,77,67,2,2,1,19,10,5,2
7,2,2445,67,3,61,62,1,1,2,3,3,5,2
7,2,1378,68,3,83,78,2,2,3,22,19,5,2
7,1,757,69,3,73,75,1,1,3,18,18,5,2
7,1,1836,70,3,88,90,1,1,3,36,36,5,2
7,2,1330,71,1,6,4,1,3,1,4,4,5,2
7,1,1309,72,1,10,12,1,1,3,13,13,5,2
7,2,1576,73,1,7,9,1,1,3,12,12,5,2
7,2,1331,74,1,24,28,2,3,1,34,40,5,2
7,2,1388,75,1,16,27,2,1,3,29,38,5,2
7,2,1247,76,1,25,14,2,1,2,38,24,5,2
7,2,831,77,1,30,17,2,3,2,40,29,5,2
7,1,946,78,1,2,3,1,2,3,2,2,5,2
7,2,1467,80,1,14,22,2,2,1,24,34,5,2
8,2,1179,1,2,46,39,2,1,3,26,11,5,2
8,1,1434,2,2,58,60,1,1,3,39,39,5,2
8,1,1510,3,2,33,32,1,3,2,5,5,5,2
8,1,1453,4,2,36,35,1,3,2,8,8,5,2
8,1,991,5,2,50,51,1,2,3,27,27,5,2
8,2,1737,6,2,52,45,2,1,3,33,20,5,2
8,2,1241,7,2,55,57,1,1,3,37,37,5,2
8,2,789,8,2,41,52,2,2,1,17,33,5,2
8,2,1420,9,2,44,42,2,2,3,20,17,5,2
8,2,1141,10,2,39,46,2,3,1,11,26,5,2
8,2,992,11,1,25,20,2,1,2,38,32,5,2
8,2,1289,12,1,19,27,2,1,3,32,38,5,2
8,2,1214,13,1,16,23,2,1,2,29,34,5,2
8,1,1110,14,1,15,14,1,3,2,24,24,5,2
8,2,1204,15,1,30,17,2,3,2,40,29,5,2
8,2,988,16,1,23,30,2,2,3,34,40,5,2
8,2,1381,17,1,7,8,1,1,2,12,12,5,2
8,1,2041,18,1,6,4,1,3,1,4,4,5,2
8,1,1107,19,1,2,1,1,2,1,2,2,5,2
8,1,2131,20,1,11,10,1,2,1,13,13,5,2
8,1,1384,21,4,94,95,1,1,2,6,6,5,2
8,1,1364,22,4,108,107,1,3,2,25,25,5,2
8,2,1459,23,4,117,118,2,3,1,31,35,5,2
