PID,RESPONSE,RT,STIM,GROUP,PICNOS1,PICNOS2,MATCH,ORTN1,ORTN2,PICID1,PICID2,DAY,SESSION
1,2,818,50,1,10,27,2,1,3,13,38,1,1
1,2,831,51,2,54,52,1,3,1,33,33,1,1
1,2,790,52,2,32,46,2,2,1,5,26,1,1
1,2,739,53,2,44,33,2,2,3,20,5,1,1
1,1,555,54,2,48,35,2,3,2,26,8,1,1
1,1,714,55,2,37,38,1,1,2,11,11,1,1
1,2,775,56,2,34,60,2,1,3,8,39,1,1
1,2,600,57,2,58,45,2,1,3,39,20,1,1
1,1,1075,58,2,40,41,1,1,2,17,17,1,1
1,1,732,59,2,56,55,1,2,1,37,37,1,1
1,1,615,60,2,51,50,1,3,2,27,27,1,1
1,1,1317,61,1,26,25,1,2,1,38,38,1,1
1,2,825,62,1,11,24,2,2,3,13,34,1,1
1,2,925,63,1,9,2,2,3,2,12,2,1,1
1,1,800,64,1,6,5,1,3,2,4,4,1,1
1,2,1716,65,1,30,29,1,3,2,40,40,1,1
1,1,1251,66,1,13,12,2,1,3,24,13,1,1
1,2,1479,67,1,16,18,1,1,3,29,29,1,1
1,2,935,68,1,1,8,2,1,2,2,12,1,1
1,1,1412,69,1,19,20,1,1,2,32,32,1,1
1,2,724,70,1,23,15,2,2,3,34,24,1,1
1,2,1049,71,2,50,37,2,2,1,27,11,1,1
1,1,992,72,2,32,33,1,2,3,5,5,1,1
1,1,776,73,2,58,59,1,1,2,39,39,1,1
1,2,907,74,2,47,42,2,2,3,26,17,1,1
1,2,1321,75,2,36,46,2,3,1,8,26,1,1
1,2,667,76,2,40,50,2,1,2,17,27,1,1
1,1,707,77,2,55,56,1,1,2,37,37,1,1
1,1,1041,78,2,52,53,1,1,2,33,33,1,1
1,2,935,79,2,39,35,2,3,2,11,8,1,1
1,2,1136,80,2,45,44,1,3,2,20,20,1,1
2,1,2060,1,4,105,103,1,3,1,15,15,1,1
2,1,1206,2,4,119,120,1,2,3,35,35,1,1
2,1,1140,3,4,108,106,1,3,1,25,25,1,1
2,2,1214,5,4,93,109,2,3,1,1,28,1,1
2,2,1485,6,4,98,96,2,2,3,7,6,1,1
2,1,1156,7,4,100,101,1,1,2,14,14,1,1
2,2,1381,8,4,94,99,2,1,3,6,7,1,1
2,2,1485,9,4,109,113,2,1,2,28,30,1,1
2,2,1852,10,4,113,91,2,2,1,30,1,1,1
2,1,1723,11,1,23,16,2,2,1,34,29,1,1
2,2,2074,12,1,16,20,2,1,2,29,32,1,1
2,2,1737,13,1,8,1,2,2,1,12,2,1,1
2,1,1197,14,1,12,10,1,3,1,13,13,1,1
2,2,1114,15,1,21,23,2,3,2,32,34,1,1
2,1,1304,16,1,6,4,1,3,1,4,4,1,1
2,1,1581,17,1,28,30,1,1,3,40,40,1,1
2,1,1665,18,1,14,13,1,2,1,24,24,1,1
2,1,1607,19,1,25,26,1,1,2,38,38,1,1
2,2,1959,20,1,1,8,2,1,2,2,12,1,1
2,2,1222,21,3,75,77,2,3,2,18,19,1,1
2,2,1674,22,3,77,64,2,2,1,19,9,1,1
2,1,1492,23,3,86,85,1,2,1,23,23,1,1
2,1,1168,24,3,82,83,1,1,2,22,22,1,1
2,2,1087,25,3,79,63,2,1,3,21,3,1,1
2,1,1044,26,3,90,88,1,3,1,36,36,1,1
2,2,1075,27,3,70,72,1,1,3,16,16,1,1
2,2,913,28,3,63,79,2,3,1,3,21,1,1
2,2,959,29,3,65,75,2,2,3,9,18,1,1
2,1,1445,30,3,67,69,1,1,3,10,10,1,1
2,2,1148,31,4,91,107,2,1,2,1,25,1,1
2,1,1760,32,4,110,111,1,2,3,28,28,1,1
2,1,1659,33,4,115,116,1,1,2,31,31,1,1
2,1,1850,34,4,113,112,1,2,1,30,30,1,1
2,1,1096,35,4,97,99,1,1,3,7,7,1,1
2,2,1096,36,4,101,94,2,2,1,14,6,1,1
2,1,1252,37,4,120,118,1,3,1,35,35,1,1
2,2,1195,38,4,103,101,2,1,2,15,14,1,1
2,2,769,39,4,96,91,2,3,1,6,1,1,1
2,1,1024,40,4,108,103,2,3,1,25,15,1,1
2,1,1842,41,1,4,5,1,1,2,4,4,1,1
2,2,1424,42,1,2,24,2,2,3,2,34,1,1
2,2,1053,43,1,15,8,2,3,2,24,12,1,1
2,1,1267,44,1,10,11,1,1,2,13,13,1,1
2,1,1347,46,1,21,19,1,3,1,32,32,1,1
2,1,1275,47,1,30,28,1,3,1,40,40,1,1
2,2,1341,48,1,17,13,2,2,1,29,24,1,1
2,2,1080,49,1,7,2,2,1,2,12,2,1,1
2,2,1582,50,1,23,18,2,2,3,34,29,1,1
2,2,2049,51,2,39,46,2,3,1,11,26,1,1
2,1,1199,52,2,51,49,1,3,1,27,27,1,1
2,2,1765,53,2,52,54,1,1,3,33,33,1,1
2,1,764,54,2,55,56,1,1,2,37,37,1,1
2,2,749,55,2,44,58,2,2,1,20,39,1,1
2,2,1016,56,2,48,43,2,3,1,26,20,1,1
2,1,1103,57,2,35,36,1,2,3,8,8,1,1
2,2,1246,58,2,31,38,2,1,2,5,11,1,1
2,2,2178,59,2,59,31,2,2,1,39,5,1,1
2,1,1321,60,2,40,42,1,1,3,17,17,1,1
2,1,2100,61,3,69,67,1,3,1,10,10,1,1
2,1,830,62,3,65,66,1,2,3,9,9,1,1
2,2,957,63,3,85,63,2,1,3,23,3,1,1
2,2,1198,64,3,83,85,2,2,1,22,23,1,1
2,1,808,65,3,79,81,1,1,3,21,21,1,1
2,2,739,66,3,63,70,2,3,1,3,16,1,1
2,1,1160,67,3,73,74,1,1,2,18,18,1,1
2,2,1164,68,3,72,88,2,3,1,16,36,1,1
2,1,980,69,3,76,77,1,1,2,19,19,1,1
2,2,944,70,3,89,84,2,2,3,36,22,1,1
2,1,1026,71,2,52,53,1,1,2,33,33,1,1
2,1,1702,72,2,48,46,1,3,1,26,26,1,1
2,2,1023,73,2,55,39,2,1,3,37,11,1,1
2,2,987,74,2,33,56,2,3,2,5,37,1,1
2,2,1582,75,2,34,50,2,1,2,8,27,1,1
2,1,1407,76,2,43,44,1,1,2,20,20,1,1
2,1,1595,78,2,59,58,1,2,1,39,39,1,1
2,2,2170,79,2,38,34,2,2,1,11,8,1,1
2,2,1472,80,2,51,31,2,3,1,27,5,1,1
4,1,1783,1,1,3,1,1,3,1,2,2,1,1
4,2,1910,2,1,16,18,1,1,3,29,29,1,1
4,2,2246,3,1,5,9,2,2,3,4,12,1,1
4,1,1456,4,1,19,21,1,1,3,32,32,1,1
4,1,1879,5,1,27,26,1,3,2,38,38,1,1
4,2,2232,6,1,29,12,2,2,3,40,13,1,1
4,2,1918,7,1,13,6,2,1,3,24,4,1,1
4,2,1910,8,1,12,14,2,3,2,13,24,1,1
4,2,1863,9,1,7,29,2,1,2,12,40,1,1
4,1,1840,10,1,23,22,1,2,1,34,34,1,1
4,1,1370,11,2,47,48,1,2,3,26,26,1,1
4,2,1737,12,2,32,51,2,2,3,5,27,1,1
4,2,1938,13,2,44,52,2,2,1,20,33,1,1
4,1,1375,14,2,37,39,1,1,3,11,11,1,1
4,1,1342,15,2,54,44,2,3,2,33,20,1,1
4,1,1444,16,2,34,36,1,1,3,8,8,1,1
4,2,1510,17,2,57,32,2,3,2,37,5,1,1
4,2,1776,18,2,49,57,2,1,3,27,37,1,1
4,1,1380,19,2,60,58,1,3,1,39,39,1,1
4,1,1389,20,2,40,42,1,1,3,17,17,1,1
4,2,1681,21,3,80,85,2,2,1,21,23,1,1
4,1,1589,22,3,61,62,1,1,2,3,3,1,1
4,1,1409,23,3,90,88,1,3,1,36,36,1,1
4,1,1619,24,3,64,65,1,1,2,9,9,1,1
4,2,1442,25,3,69,82,2,3,1,10,22,1,1
4,2,1984,26,3,84,67,2,3,1,22,10,1,1
4,1,1346,27,3,71,70,1,2,1,16,16,1,1
4,1,1854,28,3,77,78,1,2,3,19,19,1,1
4,2,1732,29,3,85,75,2,1,3,23,18,1,1
4,1,1285,30,3,73,80,2,1,2,18,21,1,1
4,2,2273,31,4,111,109,1,3,1,28,28,1,1
4,1,1610,32,4,97,99,1,1,3,7,7,1,1
4,1,1137,33,4,102,100,1,3,1,14,14,1,1
4,2,1392,34,4,93,104,2,3,2,1,15,1,1
4,1,2033,35,4,115,113,2,1,2,31,30,1,1
4,1,2128,36,4,119,118,1,2,1,35,35,1,1
4,2,1405,37,4,94,92,2,1,2,6,1,1,1
4,2,1711,38,4,103,117,2,1,3,15,31,1,1
4,2,1526,39,4,113,94,2,2,1,30,6,1,1
4,1,1466,40,4,107,106,1,2,1,25,25,1,1
4,1,1916,41,1,14,13,1,2,1,24,24,1,1
4,1,1553,42,1,4,5,1,1,2,4,4,1,1
4,1,1951,43,1,10,23,2,1,2,13,34,1,1
4,1,1711,44,1,20,19,1,2,1,32,32,1,1
4,2,1359,45,1,18,16,1,3,1,29,29,1,1
4,2,1209,46,1,28,8,2,1,2,40,12,1,1
4,1,1022,47,1,1,3,1,1,3,2,2,1,1
4,2,1335,48,1,8,28,2,2,1,12,40,1,1
4,2,1577,49,1,24,25,2,3,1,34,38,1,1
4,2,1992,50,1,27,10,2,3,1,38,13,1,1
4,2,1909,51,2,31,38,2,1,2,5,11,1,1
4,2,1786,52,2,51,52,2,3,1,27,33,1,1
4,1,1240,53,2,58,59,1,1,2,39,39,1,1
4,1,1455,54,2,46,48,1,1,3,26,26,1,1
4,2,1482,55,2,39,32,2,3,2,11,5,1,1
4,1,1407,56,2,35,34,1,2,1,8,8,1,1
4,2,2181,57,2,42,50,2,3,2,17,27,1,1
4,1,2050,58,2,43,44,1,1,2,20,20,1,1
4,1,1558,59,2,56,55,1,2,1,37,37,1,1
4,2,1777,60,2,53,40,2,2,1,33,17,1,1
4,1,1618,61,3,72,71,1,3,2,16,16,1,1
4,2,1330,62,3,90,85,2,3,1,36,23,1,1
4,1,1105,63,3,74,75,1,2,3,18,18,1,1
4,1,1396,64,3,61,63,1,1,3,3,3,1,1
4,2,1866,65,3,82,81,2,1,3,22,21,1,1
4,2,1633,66,3,68,67,1,2,1,10,10,1,1
4,1,1687,67,3,65,66,1,2,3,9,9,1,1
4,2,2102,68,3,87,83,2,3,2,23,22,1,1
4,2,1636,69,3,76,90,2,1,3,19,36,1,1
4,2,1310,70,3,79,78,2,1,3,21,19,1,1
4,1,1270,71,4,97,98,1,1,2,7,7,1,1
4,1,1948,72,4,113,112,1,2,1,30,30,1,1
4,1,1453,73,4,116,117,1,2,3,31,31,1,1
4,2,1109,74,4,93,106,2,3,1,1,25,1,1
4,2,1090,75,4,102,103,2,3,1,14,15,1,1
4,2,899,76,4,118,93,2,1,3,35,1,1,1
4,1,1080,77,4,96,95,1,3,2,6,6,1,1
4,2,1151,78,4,103,101,2,1,2,15,14,1,1
4,2,1410,79,4,107,118,2,2,1,25,35,1,1
4,1,1565,80,4,109,110,1,1,2,28,28,1,1
5,2,1821,1,3,90,79,2,3,1,36,21,1,1
5,1,1319,2,3,78,76,1,3,1,19,19,1,1
5,2,1424,3,3,85,86,1,1,2,23,23,1,1
5,2,1224,4,3,64,83,2,1,2,9,22,1,1
5,1,1483,5,3,73,75,1,1,3,18,18,1,1
5,2,1458,6,3,71,66,2,2,3,16,9,1,1
5,2,1518,7,3,83,70,2,2,1,22,16,1,1
5,2,1050,8,3,79,89,2,1,2,21,36,1,1
5,1,1997,9,3,68,67,1,2,1,10,10,1,1
5,1,1259,10,3,63,62,1,3,2,3,3,1,1
5,1,1797,11,4,97,98,1,1,2,7,7,1,1
5,1,1286,12,4,102,100,1,3,1,14,14,1,1
5,2,1484,13,4,93,112,2,3,1,1,30,1,1
5,2,1282,14,4,95,115,2,2,1,6,31,1,1
5,1,1115,15,4,118,120,1,1,3,35,35,1,1
5,1,1776,16,4,109,110,1,1,2,28,28,1,1
5,2,1160,17,4,114,106,2,3,1,30,25,1,1
5,2,1252,18,4,116,96,2,2,3,31,6,1,1
5,1,1168,19,4,104,105,1,2,3,15,15,1,1
5,2,1798,20,4,106,93,2,1,3,25,1,1,1
5,1,1906,21,1,21,19,1,3,1,32,32,1,1
5,2,1558,22,1,1,12,2,1,3,2,13,1,1
5,2,1262,23,1,11,9,2,2,3,13,12,1,1
5,2,2207,24,1,27,4,2,3,1,38,4,1,1
5,2,1296,25,1,8,1,2,2,1,12,2,1,1
5,1,1075,26,1,15,13,1,3,1,24,24,1,1
5,1,1165,27,1,17,16,1,2,1,29,29,1,1
5,2,1085,28,1,22,23,1,1,2,34,34,1,1
5,2,1057,29,1,4,26,2,1,2,4,38,1,1
5,1,1492,30,1,28,30,1,1,3,40,40,1,1
5,2,901,31,3,81,71,2,3,2,21,16,1,1
5,2,887,32,3,89,66,2,2,3,36,9,1,1
5,1,1458,33,3,67,68,1,1,2,10,10,1,1
5,1,1142,34,3,61,62,1,1,2,3,3,1,1
5,2,935,35,3,70,90,2,1,3,16,36,1,1
5,2,1199,36,3,66,86,2,3,2,9,23,1,1
5,2,1121,37,3,86,79,2,2,1,23,21,1,1
5,1,956,38,3,73,75,1,1,3,18,18,1,1
5,2,1581,39,3,77,78,1,2,3,19,19,1,1
5,2,1535,40,3,84,82,1,3,1,22,22,1,1
5,1,2230,41,2,58,60,1,1,3,39,39,1,1
5,2,971,42,2,37,51,2,1,3,11,27,1,1
5,2,1232,43,2,36,43,2,3,1,8,20,1,1
5,2,1694,44,2,53,52,1,2,1,33,33,1,1
5,2,1011,45,2,50,57,2,2,3,27,37,1,1
5,1,1207,46,2,46,47,1,1,2,26,26,1,1
5,1,953,47,2,42,40,1,3,1,17,17,1,1
5,2,956,48,2,45,35,2,3,2,20,8,1,1
5,1,1147,49,2,32,33,1,2,3,5,5,1,1
5,2,1223,50,2,55,38,2,1,2,37,11,1,1
5,1,896,51,4,106,108,1,1,3,25,25,1,1
5,2,1025,52,4,120,100,2,3,1,35,14,1,1
5,2,864,53,4,100,116,2,1,2,14,31,1,1
5,2,857,54,4,95,97,2,2,1,6,7,1,1
5,1,999,55,4,114,112,1,3,1,30,30,1,1
5,2,823,56,4,111,109,1,3,1,28,28,1,1
5,1,1941,57,4,115,119,2,1,2,31,35,1,1
5,1,853,58,4,91,92,1,1,2,1,1,1,1
5,2,823,59,4,98,94,2,2,1,7,6,1,1
5,1,908,60,4,104,103,1,2,1,15,15,1,1
5,1,1316,61,1,28,29,1,1,2,40,40,1,1
5,1,1074,62,1,10,12,1,1,3,13,13,1,1
5,2,1395,63,1,17,24,2,2,3,29,34,1,1
5,2,1174,64,1,25,21,2,1,3,38,32,1,1
5,2,1531,65,1,24,8,2,3,2,34,12,1,1
5,1,652,66,1,2,1,1,2,1,2,2,1,1
5,2,1416,67,1,9,16,2,3,1,12,29,1,1
5,1,742,68,1,13,15,1,1,3,24,24,1,1
5,2,853,69,1,20,25,2,2,1,32,38,1,1
5,1,1587,70,1,6,4,1,3,1,4,4,1,1
5,2,795,71,2,47,39,2,2,3,26,11,1,1
5,1,767,72,2,50,60,2,2,3,27,39,1,1
5,2,1061,73,2,53,49,2,2,1,33,27,1,1
5,1,940,74,2,57,55,1,3,1,37,37,1,1
5,1,992,75,2,42,40,1,3,1,17,17,1,1
5,2,1338,76,2,58,48,2,1,3,39,26,1,1
5,2,1073,77,2,37,54,2,1,3,11,33,1,1
5,1,720,78,2,36,35,1,3,2,8,8,1,1
5,1,1128,79,2,31,32,1,1,2,5,5,1,1
5,1,958,80,2,43,45,1,1,3,20,20,1,1
6,1,1034,1,1,29,28,1,2,1,40,40,1,1
6,1,1117,2,1,8,7,1,2,1,12,12,1,1
6,2,1049,3,1,21,20,1,3,2,32,32,1,1
6,2,1299,4,1,25,18,2,1,3,38,29,1,1
6,1,1189,5,1,10,12,1,1,3,13,13,1,1
6,2,932,6,1,6,25,2,3,1,4,38,1,1
6,2,981,7,1,22,15,2,1,3,34,24,1,1
6,2,777,8,1,14,4,2,2,1,24,4,1,1
6,1,787,9,1,3,1,1,3,1,2,2,1,1
6,2,856,10,1,16,24,2,1,3,29,34,1,1
6,2,740,11,3,79,66,2,1,3,21,9,1,1
6,2,1078,12,3,66,86,2,3,2,9,23,1,1
6,1,1433,13,3,86,72,2,2,3,23,16,1,1
6,1,686,14,3,73,80,2,1,2,18,21,1,1
6,1,725,15,3,62,63,1,2,3,3,3,1,1
6,1,1283,16,3,78,76,1,3,1,19,19,1,1
6,2,938,17,3,72,74,2,3,2,16,18,1,1
6,1,1442,18,3,89,90,1,2,3,36,36,1,1
6,1,1227,19,3,82,84,1,1,3,22,22,1,1
6,1,1491,20,3,67,69,1,1,3,10,10,1,1
6,1,1483,21,4,112,114,1,1,3,30,30,1,1
6,2,837,22,4,93,104,2,3,2,1,15,1,1
6,2,1165,23,4,106,101,2,1,2,25,14,1,1
6,2,1315,24,4,99,91,2,3,1,7,1,1,1
6,1,794,25,4,119,120,1,2,3,35,35,1,1
6,1,1198,26,4,95,96,1,2,3,6,6,1,1
6,2,770,27,4,100,107,2,1,2,14,25,1,1
6,2,1893,28,4,110,109,1,2,1,28,28,1,1
6,2,1168,29,4,103,98,2,1,2,15,7,1,1
6,1,1005,30,4,117,115,1,3,1,31,31,1,1
6,2,658,31,3,63,80,2,3,2,3,21,1,1
6,2,997,32,3,89,76,2,2,1,36,19,1,1
6,1,1171,33,3,70,71,1,1,2,16,16,1,1
6,1,870,34,3,82,83,1,1,2,22,22,1,1
6,1,795,35,3,75,74,1,3,2,18,18,1,1
6,2,746,36,3,67,89,2,1,2,10,36,1,1
6,2,826,37,3,80,63,2,2,3,21,3,1,1
6,2,1504,38,3,78,67,2,3,1,19,10,1,1
6,1,754,39,3,86,87,1,2,3,23,23,1,1
6,1,955,40,3,64,65,1,1,2,9,9,1,1
6,2,1137,41,2,54,53,1,3,2,33,33,1,1
6,2,930,42,2,31,38,2,1,2,5,11,1,1
6,2,892,43,2,37,60,2,1,3,11,39,1,1
6,1,1186,44,2,44,43,1,2,1,20,20,1,1
6,2,1196,45,2,49,50,1,1,2,27,27,1,1
6,2,964,46,2,59,33,2,2,3,39,5,1,1
6,1,698,47,2,48,47,1,3,2,26,26,1,1
6,2,990,48,2,41,34,2,2,1,17,8,1,1
6,2,2028,49,2,36,41,2,3,2,8,17,1,1
6,1,1050,50,2,55,57,1,1,3,37,37,1,1
6,1,736,51,4,92,91,1,2,1,1,1,1,1
6,2,917,52,4,114,116,2,3,2,30,31,1,1
6,2,963,53,4,102,113,2,3,2,14,30,1,1
6,1,1316,54,4,97,102,2,1,3,7,14,1,1
6,1,878,55,4,118,120,1,1,3,35,35,1,1
6,2,1193,56,4,115,110,2,1,2,31,28,1,1
6,1,906,57,4,104,105,1,2,3,15,15,1,1
6,2,1457,58,4,110,97,2,2,1,28,7,1,1
6,1,1154,59,4,106,108,1,1,3,25,25,1,1
6,1,938,60,4,96,94,1,3,1,6,6,1,1
6,1,1591,61,2,35,36,1,2,3,8,8,1,1
6,2,1078,62,2,33,50,2,3,2,5,27,1,1
6,1,848,63,2,55,57,1,1,3,37,37,1,1
6,1,1349,64,2,46,47,1,1,2,26,26,1,1
6,1,1171,65,2,42,41,1,3,2,17,17,1,1
6,1,1139,66,2,49,59,2,1,2,27,39,1,1
6,1,1271,67,2,52,53,1,1,2,33,33,1,1
6,2,1009,68,2,59,31,2,2,1,39,5,1,1
6,2,907,69,2,39,44,2,3,2,11,20,1,1
6,2,701,70,2,44,37,2,2,1,20,11,1,1
6,2,1149,71,1,19,20,1,1,2,32,32,1,1
6,2,1332,72,1,11,1,2,2,1,13,2,1,1
6,2,829,73,1,30,28,1,3,1,40,40,1,1
6,1,1162,74,1,26,27,1,2,3,38,38,1,1
6,2,917,75,1,15,4,2,3,1,24,4,1,1
6,1,1078,76,1,22,23,1,1,2,34,34,1,1
6,2,1111,77,1,17,13,2,2,1,29,24,1,1
6,1,915,78,1,7,8,1,1,2,12,12,1,1
6,2,1483,79,1,4,11,2,1,2,4,13,1,1
6,2,1348,80,1,3,16,2,3,1,2,29,1,1
7,1,2208,1,1,7,9,1,1,3,12,12,1,1
7,1,1055,2,1,16,17,1,1,2,29,29,1,1
7,1,1647,5,1,11,12,1,2,3,13,13,1,1
7,2,1346,6,1,20,27,2,2,3,32,38,1,1
7,1,1197,7,1,14,15,1,2,3,24,24,1,1
7,1,1401,8,1,27,1,2,3,1,38,2,1,1
7,1,824,9,1,4,5,1,1,2,4,4,1,1
7,2,1412,10,1,22,20,2,1,2,34,32,1,1
7,1,1495,11,2,53,45,2,2,3,33,20,1,1
7,1,671,12,2,41,40,1,2,1,17,17,1,1
7,1,920,13,2,36,35,1,3,2,8,8,1,1
7,1,722,14,2,55,56,1,1,2,37,37,1,1
7,1,1241,15,2,32,54,2,2,3,5,33,1,1
7,2,1461,16,2,39,49,2,3,1,11,27,1,1
7,1,930,17,2,46,48,1,1,3,26,26,1,1
7,2,1492,18,2,45,37,2,3,1,20,11,1,1
7,1,875,19,2,58,60,1,1,3,39,39,1,1
7,2,1295,20,2,49,33,2,1,3,27,5,1,1
7,1,1118,21,3,61,62,1,1,2,3,3,1,1
7,2,2384,22,3,86,76,2,2,1,23,19,1,1
7,1,929,23,3,81,85,2,3,1,21,23,1,1
7,1,580,24,3,84,82,1,3,1,22,22,1,1
7,1,656,25,3,89,88,1,2,1,36,36,1,1
7,2,915,26,3,67,68,1,1,2,10,10,1,1
7,2,1223,27,3,77,81,2,2,3,19,21,1,1
7,1,1270,28,3,73,71,2,1,2,18,16,1,1
7,1,1248,29,3,72,74,2,3,2,16,18,1,1
7,1,1046,30,3,64,65,1,1,2,9,9,1,1
7,1,1175,31,4,111,110,1,3,2,28,28,1,1
7,1,1574,32,4,115,120,2,1,3,31,35,1,1
7,2,970,33,4,118,95,2,1,2,35,6,1,1
7,1,1040,34,4,99,98,1,3,2,7,7,1,1
7,1,961,35,4,102,100,1,3,1,14,14,1,1
7,1,710,36,4,107,108,1,2,3,25,25,1,1
7,2,1383,37,4,104,93,2,2,3,15,1,1,1
7,2,875,38,4,91,105,2,1,3,1,15,1,1
7,1,1492,39,4,113,114,1,2,3,30,30,1,1
7,2,1088,40,4,94,117,2,1,3,6,31,1,1
7,2,1082,41,3,87,61,2,3,1,23,3,1,1
7,1,626,42,3,80,79,1,2,1,21,21,1,1
7,1,647,43,3,64,65,1,1,2,9,9,1,1
7,1,1198,44,3,83,84,1,2,3,22,22,1,1
7,1,1440,45,3,67,69,1,1,3,10,10,1,1
7,1,627,46,3,90,88,1,3,1,36,36,1,1
7,2,914,47,3,61,74,2,1,2,3,18,1,1
7,1,1851,48,3,71,78,2,2,3,16,19,1,1
7,1,940,49,3,78,71,2,3,2,19,16,1,1
7,2,854,50,3,73,87,2,1,3,18,23,1,1
7,2,1502,51,1,23,22,1,2,1,34,34,1,1
7,1,692,52,1,14,15,1,2,3,24,24,1,1
7,2,1601,53,1,19,30,2,1,3,32,40,1,1
7,2,1059,54,1,30,10,2,3,1,40,13,1,1
7,1,824,55,1,1,3,1,1,3,2,2,1,1
7,1,894,56,1,8,7,1,2,1,12,12,1,1
7,1,1240,57,1,27,4,2,3,1,38,4,1,1
7,2,1855,58,1,4,26,2,1,2,4,38,1,1
7,1,1164,59,1,10,20,2,1,2,13,32,1,1
7,1,942,60,1,18,16,1,3,1,29,29,1,1
7,1,1399,61,4,110,109,1,2,1,28,28,1,1
7,2,870,62,4,94,119,2,1,2,6,35,1,1
7,1,618,63,4,105,104,1,3,2,15,15,1,1
7,1,1162,64,4,116,117,1,2,3,31,31,1,1
7,1,661,65,4,106,107,1,1,2,25,25,1,1
7,2,869,66,4,114,95,2,3,2,30,6,1,1
7,2,1585,67,4,118,93,2,1,3,35,1,1,1
7,1,1077,68,4,93,101,2,3,2,1,14,1,1
7,1,1127,69,4,97,99,1,1,3,7,7,1,1
7,1,1201,70,4,101,114,2,2,3,14,30,1,1
7,1,1112,71,2,51,50,1,3,2,27,27,1,1
7,1,1221,72,2,42,40,1,3,1,17,17,1,1
7,2,1507,73,2,54,52,1,3,1,33,33,1,1
7,2,2489,74,2,34,45,2,1,3,8,20,1,1
7,1,1258,75,2,46,39,2,1,3,26,11,1,1
7,1,1920,76,2,31,47,2,1,2,5,26,1,1
7,2,1181,77,2,37,33,2,1,3,11,5,1,1
7,1,630,79,2,56,55,1,2,1,37,37,1,1
7,2,1236,80,2,44,34,2,2,1,20,8,1,1
8,2,1632,1,3,71,72,1,2,3,16,16,1,1
8,1,1373,2,3,81,80,1,3,2,21,21,1,1
8,2,1229,3,3,82,77,2,1,2,22,19,1,1
8,2,1902,4,3,77,87,2,2,3,19,23,1,1
8,1,1546,5,3,75,74,1,3,2,18,18,1,1
8,1,1667,6,3,67,68,1,1,2,10,10,1,1
8,2,992,7,3,85,90,2,1,3,23,36,1,1
8,2,1484,8,3,61,63,1,1,3,3,3,1,1
8,2,1157,9,3,65,82,2,2,1,9,22,1,1
8,2,1094,10,3,90,65,2,3,2,36,9,1,1
8,1,1393,11,4,119,120,1,2,3,35,35,1,1
8,1,1070,12,4,116,117,1,2,3,31,31,1,1
